season,weekint,mmwr_week,year,agecat,cumrates,weekrate,flu.a,flu.b,flu.ab,flu.unk,flu.tot,pct_weighted_ili,pct_unweighted_ili,ilitotal,num_of_providers,total_patients,xmas,thanksgiving,weekint2
2003-04,1,40,2003,Overall,0,0,0,0,0,0,0,0.884021,0.960873,2442,830,254144,FALSE,FALSE,1
2003-04,2,41,2003,Overall,0,0,1,0,0,0,1,1.02773,1.04325,2932,931,281045,FALSE,FALSE,4
2003-04,3,42,2003,Overall,0,0,0,0,0,0,0,1.28296,1.0545,3031,974,287436,FALSE,FALSE,9
2003-04,4,43,2003,Overall,0,0,0,0,0,0,0,1.32661,1.11231,3475,1007,312412,FALSE,FALSE,16
2003-04,5,44,2003,Overall,0.1,0.1,3,0,0,0,3,1.77304,1.41274,4690,1074,331980,FALSE,FALSE,25
2003-04,6,45,2003,Overall,0.4,0.3,11,0,0,1,12,2.43814,1.72703,5790,1111,335258,FALSE,FALSE,36
2003-04,7,46,2003,Overall,1.4,1,39,0,0,5,44,2.72605,2.407,8385,1141,348359,FALSE,FALSE,49
2003-04,8,47,2003,Overall,3.5,2.1,79,0,0,11,90,3.73192,3.10962,11141,1129,358275,FALSE,TRUE,64
2003-04,9,48,2003,Overall,6.2,2.7,101,1,0,14,116,4.54894,4.30779,11742,1118,272576,FALSE,TRUE,81
2003-04,10,49,2003,Overall,10,3.7,123,1,0,35,159,5.39906,4.8303,18948,1189,392274,FALSE,FALSE,100
2003-04,11,50,2003,Overall,14.3,4.3,137,1,0,47,185,7.38735,6.42905,24962,1173,388269,FALSE,FALSE,121
2003-04,12,51,2003,Overall,19.7,5.4,157,1,0,73,231,7.48097,6.86734,23699,1148,345097,TRUE,FALSE,144
2003-04,13,52,2003,Overall,24,4.3,145,0,0,40,185,7.62797,7.06496,16415,1122,232344,TRUE,FALSE,169
2003-04,14,53,2003,Overall,27,3,96,0,0,30,126,5.14051,4.55115,11332,1139,248992,FALSE,FALSE,196
2003-04,15,1,2004,Overall,28.2,1.3,43,0,0,11,54,2.89129,2.41833,7602,1160,314349,FALSE,FALSE,225
2003-04,16,2,2004,Overall,29.3,1.1,30,1,0,16,47,2.10429,1.80906,5583,1141,308614,FALSE,FALSE,256
2003-04,17,3,2004,Overall,29.9,0.6,14,0,0,11,25,1.88696,1.71202,4961,1084,289774,FALSE,FALSE,289
2003-04,18,4,2004,Overall,30.1,0.2,4,0,0,3,7,1.7766,1.5425,4436,1071,287586,FALSE,FALSE,324
2003-04,19,5,2004,Overall,30.3,0.2,4,0,0,4,8,1.46001,1.43787,4251,1054,295646,FALSE,FALSE,361
2003-04,20,6,2004,Overall,30.3,0.1,3,0,0,0,3,1.37787,1.32427,3824,986,288762,FALSE,FALSE,400
2003-04,21,7,2004,Overall,30.4,0,1,0,0,1,2,1.30532,1.30726,3691,1004,282347,FALSE,FALSE,441
2003-04,22,8,2004,Overall,30.5,0.1,2,0,0,1,3,1.08691,1.03698,2916,948,281202,FALSE,FALSE,484
2003-04,23,9,2004,Overall,30.5,0,0,0,0,0,0,0.991888,1.01032,2744,894,271597,FALSE,FALSE,529
2003-04,24,10,2004,Overall,30.5,0.1,1,0,0,2,3,1.02765,1.05249,2708,897,257294,FALSE,FALSE,576
2003-04,25,11,2004,Overall,30.6,0,0,0,0,1,1,1.0579,1.02009,2487,849,243802,FALSE,FALSE,625
2003-04,26,12,2004,Overall,30.6,0,0,0,0,0,0,0.849361,0.924419,2300,859,248805,FALSE,FALSE,676
2003-04,27,13,2004,Overall,30.6,0,1,0,0,0,1,0.747127,0.790645,1858,828,234998,FALSE,FALSE,729
2003-04,28,14,2004,Overall,30.6,0,0,0,0,0,0,0.661708,0.80261,1705,774,212432,FALSE,FALSE,784
2003-04,29,15,2004,Overall,30.6,0,0,0,0,0,0,0.679514,0.83613,1749,755,209178,FALSE,FALSE,841
2003-04,30,16,2004,Overall,30.6,0,0,0,0,0,0,0.633071,0.792436,1615,679,203802,FALSE,FALSE,900
2003-04,31,17,2004,Overall,30.6,0,0,0,0,0,0,0.569894,0.683588,1331,658,194708,FALSE,FALSE,961
2004-05,1,40,2004,Overall,0,0,0,0,0,0,0,0.982275,0.897159,3171,1176,353449,FALSE,FALSE,1
2004-05,2,41,2004,Overall,0,0,0,1,0,0,1,1.01821,1.02248,3631,1187,355116,FALSE,FALSE,4
2004-05,3,42,2004,Overall,0,0,0,0,0,0,0,1.1768,1.06296,4019,1267,378094,FALSE,FALSE,9
2004-05,4,43,2004,Overall,0,0,0,0,0,0,0,1.30121,1.14696,4369,1293,380921,FALSE,FALSE,16
2004-05,5,44,2004,Overall,0,0,0,0,0,0,0,1.27746,1.20495,4551,1302,377692,FALSE,FALSE,25
2004-05,6,45,2004,Overall,0,0,0,1,0,0,1,1.40387,1.30517,4969,1344,380718,FALSE,FALSE,36
2004-05,7,46,2004,Overall,0.2,0.1,6,0,0,0,6,1.40301,1.28699,4983,1336,387182,FALSE,FALSE,49
2004-05,8,47,2004,Overall,0.2,0,1,0,0,0,1,1.73975,1.59468,4713,1341,295546,FALSE,TRUE,64
2004-05,9,48,2004,Overall,0.2,0,0,1,0,0,1,1.56894,1.39714,5407,1369,387004,FALSE,TRUE,81
2004-05,10,49,2004,Overall,0.3,0.1,0,3,0,0,3,1.65927,1.44996,5428,1346,374356,FALSE,FALSE,100
2004-05,11,50,2004,Overall,0.4,0.2,5,2,0,0,7,1.81341,1.61745,5755,1379,355806,FALSE,FALSE,121
2004-05,12,51,2004,Overall,0.7,0.2,9,1,0,0,10,2.37626,2.19112,5689,1288,259639,TRUE,FALSE,144
2004-05,13,52,2004,Overall,1.2,0.6,22,2,0,1,25,2.77052,2.56649,7279,1332,283617,TRUE,FALSE,169
2004-05,15,1,2005,Overall,1.9,0.7,24,6,0,2,32,2.40064,2.17645,8041,1383,369455,FALSE,FALSE,225
2004-05,16,2,2005,Overall,2.7,0.7,25,9,0,0,34,2.54155,2.20171,8323,1342,378024,FALSE,FALSE,256
2004-05,17,3,2005,Overall,3.8,1.1,44,7,0,1,52,2.85871,2.53012,9328,1348,368678,FALSE,FALSE,289
2004-05,18,4,2005,Overall,4.9,1.1,39,8,0,4,51,3.55011,3.06524,12422,1334,405254,FALSE,FALSE,324
2004-05,19,5,2005,Overall,6.2,1.3,44,12,0,2,58,4.58591,3.98061,16192,1303,406772,FALSE,FALSE,361
2004-05,20,6,2005,Overall,7.5,1.3,47,9,0,3,59,5.05809,4.59568,19369,1324,421461,FALSE,FALSE,400
2004-05,21,7,2005,Overall,8.8,1.3,32,10,0,16,58,5.44151,4.75197,19931,1330,419426,FALSE,FALSE,441
2004-05,22,8,2005,Overall,10,1.2,23,16,0,15,54,4.4729,4.17962,16630,1280,397883,FALSE,FALSE,484
2004-05,23,9,2005,Overall,10.9,0.9,21,14,0,8,43,3.6752,3.45359,13234,1268,383196,FALSE,FALSE,529
2004-05,24,10,2005,Overall,11.6,0.7,17,13,0,3,33,3.3353,3.15852,11601,1227,367292,FALSE,FALSE,576
2004-05,25,11,2005,Overall,12.1,0.5,12,10,0,0,22,2.76224,2.6732,9502,1185,355454,FALSE,FALSE,625
2004-05,26,12,2005,Overall,12.7,0.6,10,13,0,2,25,2.46844,2.35161,7900,1148,335940,FALSE,FALSE,676
2004-05,27,13,2005,Overall,13.1,0.4,9,9,0,0,18,2.00081,1.89243,6329,1103,334438,FALSE,FALSE,729
2004-05,28,14,2005,Overall,13.3,0.2,5,4,0,0,9,1.54319,1.5249,4816,1048,315823,FALSE,FALSE,784
2004-05,29,15,2005,Overall,13.4,0.1,2,4,0,0,6,1.50195,1.41134,4445,1000,314948,FALSE,FALSE,841
2004-05,30,16,2005,Overall,13.4,0,1,0,0,0,1,1.22918,1.25068,3825,978,305833,FALSE,FALSE,900
2004-05,31,17,2005,Overall,13.5,0.1,3,2,0,0,5,1.21854,1.20702,3646,971,302065,FALSE,FALSE,961
2005-06,1,40,2005,Overall,0,0,2,0,0,0,2,1.17778,1.07635,3586,1113,333164,FALSE,FALSE,1
2005-06,2,41,2005,Overall,0,0,2,0,0,0,2,1.21947,1.05869,3582,1160,338343,FALSE,FALSE,4
2005-06,3,42,2005,Overall,0,0,0,1,0,0,1,1.3069,1.11523,4122,1216,369609,FALSE,FALSE,9
2005-06,4,43,2005,Overall,0,0,0,0,0,0,0,1.33931,1.12381,4248,1237,377999,FALSE,FALSE,16
2005-06,5,44,2005,Overall,0.1,0,5,1,0,0,6,1.58374,1.25489,5005,1280,398840,FALSE,FALSE,25
2005-06,6,45,2005,Overall,0.1,0,1,0,0,0,1,1.47072,1.33661,5038,1272,376924,FALSE,FALSE,36
2005-06,7,46,2005,Overall,0.1,0,3,1,0,0,4,1.6112,1.37864,5276,1277,382697,FALSE,FALSE,49
2005-06,8,47,2005,Overall,0.1,0,4,1,0,0,5,1.82699,1.60829,4802,1301,298578,FALSE,TRUE,64
2005-06,9,48,2005,Overall,0.2,0,6,1,0,1,8,1.77482,1.48311,5966,1325,402264,FALSE,TRUE,81
2005-06,10,49,2005,Overall,0.2,0.1,11,0,0,0,11,1.94451,1.65374,6371,1328,385248,FALSE,FALSE,100
2005-06,11,50,2005,Overall,0.3,0.1,14,0,0,1,15,2.35512,2.00679,7697,1318,383548,FALSE,FALSE,121
2005-06,12,51,2005,Overall,0.5,0.2,35,1,0,3,39,3.10878,2.56857,8577,1287,333921,TRUE,FALSE,144
2005-06,13,52,2005,Overall,0.9,0.4,66,1,0,2,69,3.28238,3.05278,8842,1273,289638,TRUE,FALSE,169
2005-06,15,1,2006,Overall,1.3,0.4,68,0,0,1,69,2.62914,2.42504,8339,1319,343871,FALSE,FALSE,225
2005-06,16,2,2006,Overall,1.6,0.3,55,0,0,3,58,2.2515,2.00195,7882,1339,393716,FALSE,FALSE,256
2005-06,17,3,2006,Overall,2.1,0.4,74,0,0,4,78,2.35858,2.05869,7858,1297,381699,FALSE,FALSE,289
2005-06,18,4,2006,Overall,2.6,0.5,87,1,0,0,88,2.41881,2.21277,9114,1331,411882,FALSE,FALSE,324
